place,date,verification_status,emulator,platform,region,realtime
359,2016-12-28,verified,False,v06dk3e4,e6lxy1dz,5336
359,2019-02-24,verified,False,v06dk3e4,pr184lqn,5336
362,2021-04-15,verified,False,v06dk3e4,pr184lqn,5338
363,2017-04-20,verified,False,4p9z06rn,o316x197,5339
363,2017-12-02,verified,False,4p9z06rn,pr184lqn,5339
363,2018-09-24,verified,False,v06dk3e4,pr184lqn,5339
366,2014-08-14,verified,False,v06dk3e4,o316x197,5340
366,2020-11-21,verified,False,v06dk3e4,e6lxy1dz,5340
368,2015-05-28,verified,False,4p9z06rn,e6lxy1dz,5343
369,2014-07-22,verified,False,v06dk3e4,pr184lqn,5347
370,2020-06-18,verified,False,v06dk3e4,o316x197,5349
371,2016-01-27,verified,False,v06dk3e4,e6lxy1dz,5354
372,2014-08-18,verified,False,v06dk3e4,pr184lqn,5355
373,2021-02-04,verified,False,v06dk3e4,o316x197,5358
374,2016-10-16,verified,False,v06dk3e4,pr184lqn,5359
375,2016-05-25,verified,False,4p9z06rn,pr184lqn,5360
376,2020-02-24,verified,False,4p9z06rn,o316x197,5361
377,2015-04-09,verified,False,v06dk3e4,pr184lqn,5363
378,2015-04-08,verified,False,v06dk3e4,e6lxy1dz,5364
379,2016-01-17,verified,False,4p9z06rn,,5365
380,2015-04-24,verified,False,v06dk3e4,pr184lqn,5369
380,2018-09-14,verified,False,4p9z06rn,pr184lqn,5369
382,2019-01-21,verified,False,v06dk3e4,pr184lqn,5370
383,2014-10-11,verified,False,v06dk3e4,pr184lqn,5376
383,2020-08-06,verified,False,v06dk3e4,e6lxy1dz,5376
385,2020-03-08,verified,False,v06dk3e4,pr184lqn,5377
385,2020-12-04,verified,False,4p9z06rn,pr184lqn,5377
387,2014-04-13,verified,False,v06dk3e4,o316x197,5380
388,2017-06-06,verified,False,v06dk3e4,pr184lqn,5383
388,2017-08-10,verified,False,4p9z06rn,pr184lqn,5383
388,2019-10-19,verified,False,v06dk3e4,pr184lqn,5383
391,2018-03-03,verified,False,4p9z06rn,pr184lqn,5389
392,2017-03-02,verified,False,v06dk3e4,o316x197,5390
393,2016-07-19,verified,False,v06dk3e4,pr184lqn,5392
393,2020-09-17,verified,False,v06dk3e4,pr184lqn,5392
395,2016-05-31,verified,False,v06dk3e4,pr184lqn,5395
