"","Anime_Name","Start_Month","Start_Year","End_Month","End_Year","Anime_Rating","Anime_Type","Number_Episodes"
"1951","Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon","Dec",2011,"Dec",2011,7.39,"Movie ",1
"1952","Kaikan Phrase","Apr",1999,"Mar",2000,7.39,"TV ",44
"1953","Kamichu!","Jun",2005,"Sep",2005,7.39,"TV ",12
"1954","Kemonozume","Aug",2006,"Nov",2006,7.39,"TV ",13
"1955","Love Live! Sunshine!!","Jul",2016,"Sep",2016,7.39,"TV ",13
"1956","Mai-Otome 0: S.ifr","Feb",2008,"Nov",2008,7.39,"OVA ",3
"1957","Micchiri Neko March","Apr",2013,"Apr",2013,7.39,"Music ",1
"1958","Minami-ke Natsuyasumi","Aug",2013,"Aug",2013,7.39,"OVA ",1
"1959","Akazukin Chacha","Jan",1994,"Jun",1995,7.38,"TV ",74
"1960","AKB0048","Apr",2012,"Jul",2012,7.38,"TV ",13
"1961","Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto","Mar",2017,"Mar",2017,7.38,"OVA ",1
"1962","Boku wa Tomodachi ga Sukunai Next","Jan",2013,"Mar",2013,7.38,"TV ",12
"1963","Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi","Jul",2016,"Jul",2016,7.38,"Special ",1
"1964","Dakaretai Otoko 1-i ni Odosarete Imasu.","Oct",2018,"Dec",2018,7.38,"TV ",13
"1965","Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me","Apr",2015,"Jun",2015,7.38,"TV ",13
"1966","Dareka no Manazashi","Feb",2013,"Feb",2013,7.38,"Movie ",1
"1967","Detective Conan Bonus File: Fantasista Flower","Apr",2012,"Apr",2012,7.38,"OVA ",1
"1968","Doraemon Movie 28: Nobita to Midori no Kyojin Den","Mar",2008,"Mar",2008,7.38,"Movie ",1
"1969","Gintama: Monster Strike-hen","Aug",2019,"Sep",2019,7.38,"ONA ",2
"1970","Grimm Meisaku Gekijou","Oct",1987,"Mar",1988,7.38,"TV ",24
"1971","High School DxD","Jan",2012,"Mar",2012,7.38,"TV ",12
"1972","Hottarake no Shima: Haruka to Mahou no Kagami","Aug",2009,"Aug",2009,7.38,"Movie ",1
"1973","Isekai Izakaya: Koto Aitheria no Izakaya Nobu","Apr",2018,"Sep",2018,7.38,"ONA ",24
"1974","Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω","Apr",2021,NA,NA,7.37,"TV ",10
"1975","Isekai Quartet 2","Jan",2020,"Apr",2020,7.38,"TV ",12
"1976","Jewelpet Twinkle☆","Apr",2010,"Apr",2011,7.38,"TV ",52
"1977","Jibaku-kun","Oct",1999,"Mar",2000,7.38,"TV ",26
"1978","K: Seven Stories Movie 1 - R:B - Blaze","Jul",2018,"Jul",2018,7.38,"Movie ",1
"1979","Karakurizoushi Ayatsuri Sakon","Oct",1999,"Mar",2000,7.38,"TV ",26
"1980","Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview","Apr",2010,"Jun",2010,7.38,"Special ",3
"1981","Kaze no Shoujo Emily","Apr",2007,"Sep",2007,7.38,"TV ",26
"1982","Meitantei Holmes","Nov",1984,"May",1985,7.38,"TV ",26
"1983","Mirai Nikki: Redial","Jun",2013,"Jun",2013,7.38,"OVA ",1
"1984","Mobile Suit Gundam II: Soldiers of Sorrow","Jul",1981,"Jul",1981,7.38,"Movie ",1
"1985","Nisekoi:","Apr",2015,"Jun",2015,7.38,"TV ",12
"1986","One Piece: Romance Dawn Story","Nov",2008,"Nov",2008,7.38,"OVA ",1
"1987","Ore wo Suki nano wa Omae dake ka yo","Oct",2019,"Dec",2019,7.38,"TV ",12
"1988","Perfect Day","Feb",2011,"Feb",2011,7.38,"Music ",1
"1989","Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou","Aug",1994,"Aug",1994,7.38,"Movie ",1
"1990","Sakigake!! Otokojuku","Feb",1988,"Nov",1988,7.38,"TV ",34
"1991","Selector Spread WIXOSS","Oct",2014,"Dec",2014,7.38,"TV ",12
"1992","Sengoku Basara","Apr",2009,"Jun",2009,7.38,"TV ",12
"1993","Shakugan no Shana Movie","Apr",2007,"Apr",2007,7.38,"Movie ",1
"1994","Soukyuu no Fafner: Dead Aggressor - Exodus","Jan",2015,"Apr",2015,7.38,"TV ",13
"1995","Soukyuu no Fafner: Dead Aggressor - Heaven and Earth","Dec",2010,"Dec",2010,7.38,"Movie ",1
"1996","Super Lovers OVA","Jan",2017,"Sep",2017,7.38,"OVA ",2
"1997","Taiho Shichau zo The Movie","Apr",1999,"Apr",1999,7.38,"Movie ",1
"1998","Tamako Market","Jan",2013,"Mar",2013,7.38,"TV ",12
"1999","Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!","Feb",2008,"Feb",2008,7.38,"Special ",1
"2000","Toshokan Sensou: Koi no Shougai","Oct",2008,"Oct",2008,7.38,"Special ",1
"2001","Towa no Quon 2: Konton no Ranbu","Jul",2011,"Jul",2011,7.38,"Movie ",1
"2002","Uchuu no Stellvia","Apr",2003,"Sep",2003,7.38,"TV ",26
"2003","Urusei Yatsura OVA","Sep",1985,"Jun",1991,7.38,"OVA ",11
"2004","Uta no☆Prince-sama♪ Movie: Maji Love Kingdom","Jun",2019,"Jun",2019,7.38,"Movie ",1
"2005","Whistle!","May",2002,"Feb",2003,7.38,"TV ",39
"2006","Yao Shen Ji 2nd Season","Jan",2018,"May",2018,7.38,"ONA ",40
"2007","Yeon-ae Halujeon 2","Mar",2018,"Jul",2018,7.38,"ONA ",15
"2008","Yowamushi Pedal: Special Ride","Aug",2013,"Aug",2013,7.38,"OVA ",1
"2009","Yuyushiki","Apr",2013,"Jun",2013,7.38,"TV ",12
"2010","Zero no Tsukaima: Princesses no Rondo","Jul",2008,"Sep",2008,7.38,"TV ",12
"2011","Zoids","Sep",1999,"Dec",2000,7.38,"TV ",67
"2012","Nami yo Kiitekure","Apr",2020,"Jun",2020,7.37,"TV ",12
"2013","One Piece: Mamore! Saigo no Dai Butai","Dec",2003,"Dec",2003,7.37,"Special ",1
"2014","One Piece: Straw Hat Theater","Oct",2006,"Oct",2006,7.37,"Special ",5
"2015","Papa no Iukoto wo Kikinasai! OVA","Jun",2013,"Mar",2015,7.37,"OVA ",2
"2016","Rakuen Tsuihou","Nov",2014,"Nov",2014,7.37,"Movie ",1
"2017","s.CRY.ed","Jul",2001,"Dec",2001,7.37,"TV ",26
"2018","Sabage-bu!","Jul",2014,"Sep",2014,7.37,"TV ",12
"2019","Seitokai no Ichizon Lv.2","Oct",2012,"Dec",2012,7.37,"ONA ",10
"2020","Sekaiichi Hatsukoi: Propose-hen","Feb",2020,"Feb",2020,7.37,"Movie ",1
"2021","Slam Dunk (Movie)","Mar",1994,"Mar",1994,7.37,"Movie ",1
"2022","Slayers Special","Jul",1996,"May",1997,7.37,"OVA ",3
"2023","Suisei no Gargantia: Meguru Kouro, Haruka","Sep",2014,"Apr",2015,7.37,"OVA ",2
"2024","Wan Jie Xian Zong","Mar",2018,"Jul",2018,7.37,"ONA ",40
"2025","Xing Chen Bian: Yu Li Cang Hai","May",2020,"May",2020,7.37,"ONA ",12
"2026","Yama no Susume: Omoide Present","Oct",2017,"Oct",2017,7.37,"OVA ",1
"2027","Yowamushi Pedal: Re:RIDE","Sep",2014,"Sep",2014,7.37,"Movie ",1
"2028","Yuuki Yuuna wa Yuusha de Aru","Oct",2014,"Dec",2014,7.37,"TV ",12
"2029","Aikatsu!","Oct",2012,"Mar",2016,7.37,"TV ",178
"2030","Aria the Natural: Sono Futatabi Deaeru Kiseki ni...","May",2006,"May",2006,7.37,"Special ",1
"2031","Bartender","Oct",2006,"Dec",2006,7.37,"TV ",11
"2032","Beelzebub Specials","Jun",2011,"Sep",2012,7.37,"Special ",16
"2033","Bishoujo Senshi Sailor Moon SuperS Specials","Apr",1995,"Apr",1995,7.37,"Special ",3
"2034","Black Cat (TV)","Oct",2005,"Mar",2006,7.37,"TV ",23
"2035","Btooom!","Oct",2012,"Dec",2012,7.37,"TV ",12
"2036","Captain SHerlock","Sep",2013,"Sep",2013,7.37,"Movie ",1
"2037","City Hunter: Hyakuman Dollar no Inbou","Aug",1990,"Aug",1990,7.37,"Movie ",1
"2038","Doraemon","Apr",1973,"Sep",1973,7.37,"TV ",26
"2039","Doraemon Movie 33: Nobita no Himitsu Dougu Museum","Mar",2013,"Mar",2013,7.37,"Movie ",1
"2040","Flanders no Inu","Jan",1975,"Dec",1975,7.37,"TV ",52
"2041","Free!","Jul",2013,"Sep",2013,7.37,"TV ",12
"2042","Future GPX Cyber Formula Saga","Aug",1996,"Jul",1997,7.37,"OVA ",8
"2043","Hetalia Axis Powers","Jan",2009,"Mar",2010,7.37,"ONA ",52
"2044","Honobono Log","Jun",2016,"Jun",2016,7.37,"TV ",10
"2045","Hyouka: Motsubeki Mono wa","Jul",2012,"Jul",2012,7.37,"OVA ",1
"2046","Kakegurui","Jul",2017,"Sep",2017,7.37,"TV ",12
"2047","Kanojo, Okarishimasu","Jul",2020,"Sep",2020,7.37,"TV ",12
"2048","Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears","Jun",2014,"Jun",2014,7.37,"Movie ",1
"2049","Kure-nai","Apr",2008,"Jun",2008,7.37,"TV ",12
"2050","Lady Jewelpet","Apr",2014,"Mar",2015,7.37,"TV ",52
"2051","Little Busters!: Sekai no Saitou wa Ore ga Mamoru!","Aug",2013,"Aug",2013,7.37,"OVA ",1
"2052","Mardock Scramble: The Second Combustion","Sep",2011,"Sep",2011,7.37,"Movie ",1
"2053","Mekakucity V's","Jan",2014,"Jan",2014,7.37,"Music ",4
"2054","Afro Samurai","May",2007,"May",2007,7.36,"TV ",5
"2055","Afro Samurai: Resurrection","Jan",2009,"Jan",2009,7.36,"Movie ",1
"2056","Carnival Phantasm: HibiChika Special","Jul",2012,"Jul",2012,7.36,"Special ",1
"2057","Chiisana Penguin Lolo no Bouken",NA,1986,NA,1987,7.36,"OVA ",3
"2058","City Hunter: Bay City Wars","Aug",1990,"Aug",1990,7.36,"Movie ",1
"2059","D-Frag!*","Sep",2014,"Sep",2014,7.36,"OVA ",1
"2060","Danna ga Nani wo Itteiru ka Wakaranai Ken","Oct",2014,"Dec",2014,7.36,"TV ",13
"2061","Date A Live: Date to Date","Dec",2013,"Dec",2013,7.36,"OVA ",1
"2062","Futatsu no Spica","Nov",2003,"Mar",2004,7.36,"TV ",20
"2063","Hadashi no Gen 2","Jun",1986,"Jun",1986,7.36,"Movie ",1
"2064","Hisone to Maso-tan","Apr",2018,"Jun",2018,7.36,"TV ",12
"2065","Imouto sae Ireba Ii.","Oct",2017,"Dec",2017,7.36,"TV ",12
"2066","Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note","Jul",2019,"Sep",2019,7.36,"TV ",13
"2067","Lupin III: Kutabare! Nostradamus","Apr",1995,"Apr",1995,7.36,"Movie ",1
"2068","Lupin III: Otakara Henkyaku Daisakusen!!","Aug",2003,"Aug",2003,7.36,"Special ",1
"2069","Mugen no Juunin: Immortal","Oct",2019,"Mar",2020,7.36,"ONA ",24
"2070","Nakitai Watashi wa Neko wo Kaburu","Jun",2020,"Jun",2020,7.36,"Movie ",1
"2071","Pale Cocoon","Dec",2005,"Dec",2005,7.36,"OVA ",1
"2072","Pandora Hearts Omake","Jul",2009,"Mar",2010,7.36,"Special ",9
"2073","Rekka no Honoo","Jul",1997,"Jul",1998,7.36,"TV ",42
"2074","Sakurada Reset","Apr",2017,"Sep",2017,7.36,"TV ",24
"2075","Shakugan no Shana S","Oct",2009,"Sep",2010,7.36,"OVA ",4
"2076","Shin Chou Kyou Ryo: Condor Hero","Apr",2001,"Oct",2002,7.36,"TV ",26
"2077","Shokugeki no Souma OVA","May",2016,"Jul",2016,7.36,"OVA ",2
"2078","Strike Witches: Operation Victory Arrow","Dec",2014,"Jul",2015,7.36,"OVA ",3
"2079","Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!","Sep",1993,"Sep",1993,7.36,"OVA ",1
"2080","Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game","Jan",2005,"Jan",2005,7.36,"Movie ",1
"2081","Tokyo Ghoul: ""Jack""","Sep",2015,"Sep",2015,7.36,"OVA ",1
"2082","Towa no Quon 1: Utakata no Kaben","Jun",2011,"Jun",2011,7.36,"Movie ",1
"2083","Wan Jie Xian Zong 2nd Season","Apr",2019,"Sep",2019,7.36,"ONA ",40
"2084","Yokohama Kaidashi Kikou","May",1998,"Dec",1998,7.36,"OVA ",2
"2085","Yokoyama Mitsuteru Sangokushi","Oct",1991,"Sep",1992,7.36,"TV ",47
"2086","Nogizaka Haruka no Himitsu: Finale","Aug",2012,"Nov",2012,7.35,"OVA ",4
"2087","Odd Taxi","Apr",2021,NA,NA,7.35,"TV ",NA
"2088","Plawres Sanshirou","Jun",1983,"Feb",1984,7.35,"TV ",37
"2089","Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan","Jul",1999,"Jul",1999,7.35,"Movie ",1
"2090","Pretty Rhythm: Aurora Dream","Apr",2011,"Mar",2012,7.35,"TV ",51
"2091","Rikei ga Koi ni Ochita no de Shoumei shitemita.","Jan",2020,"Jan",2020,7.35,"ONA ",12
"2092","Ristorante Paradiso","Apr",2009,"Jun",2009,7.35,"TV ",11
"2093","Sankarea","Apr",2012,"Jun",2012,7.34,"TV ",12
"2094","Seitokai no Ichizon","Oct",2009,"Dec",2009,7.35,"TV ",12
"2095","Sewayaki Kitsune no Senko-san","Apr",2019,"Jun",2019,7.35,"TV ",12
"2096","Shigofumi: Sore kara","Sep",2008,"Sep",2008,7.35,"Special ",1
"2097","Shin Getter Robo","Apr",2004,"Sep",2004,7.35,"OVA ",13
"2098","Shoukoushi Cedie","Jan",1988,"Dec",1988,7.35,"TV ",43
"2099","Sora no Otoshimono","Oct",2009,"Dec",2009,7.35,"TV ",13
"2100","Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey","Dec",2002,"Dec",2003,7.35,"OVA ",13
"2101","Speed Grapher","Apr",2005,"Sep",2005,7.35,"TV ",24
"2102","Steamboy","Jul",2004,"Jul",2004,7.35,"Movie ",1
"2103","Taishou Yakyuu Musume.","Jul",2009,"Sep",2009,7.35,"TV ",12
"2104","Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie","Sep",2013,"Sep",2013,7.35,"Movie ",1
"2105","Tales of Zestiria the Cross 2nd Season","Jan",2017,"Apr",2017,7.35,"TV ",13
"2106","The iDOLM@STER Cinderella Girls 2nd Season","Jul",2015,"Oct",2015,7.35,"TV ",12
"2107","True Tears","Jan",2008,"Mar",2008,7.35,"TV ",13
"2108","Uchuu Show e Youkoso","Feb",2010,"Feb",2010,7.35,"Movie ",1
"2109","Aa! Megami-sama! (2011)","Feb",2011,"Aug",2013,7.35,"OVA ",3
"2110","Aa! Megami-sama! (TV)","Jan",2005,"Jul",2005,7.35,"TV ",24
"2111","Allison to Lillia","Apr",2008,"Oct",2008,7.35,"TV ",26
"2112","Amagami SS","Jul",2010,"Dec",2010,7.35,"TV ",25
"2113","Ano Ko Secret","Jul",2017,"Jul",2017,7.35,"Music ",1
"2114","Ansatsu Kyoushitsu: 365-nichi no Jikan","Nov",2016,"Nov",2016,7.35,"Movie ",1
"2115","Appleseed Saga Ex Machina","Oct",2007,"Oct",2007,7.35,"Movie ",1
"2116","Blend S","Oct",2017,"Dec",2017,7.35,"TV ",12
"2117","Bokutachi wa Benkyou ga Dekinai!","Oct",2019,"Dec",2019,7.35,"TV ",13
"2118","Chi's Sweet Home: Chi to Kocchi, Deau.","Apr",2010,"Apr",2010,7.35,"OVA ",1
"2119","Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak","Apr",1989,"Mar",1990,7.35,"TV ",52
"2120","Date A Live Movie: Mayuri Judgment","Aug",2015,"Aug",2015,7.35,"Movie ",1
"2121","Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio","Apr",2011,"Apr",2011,7.35,"OVA ",1
"2122","Fuse: Teppou Musume no Torimonochou","Oct",2012,"Oct",2012,7.35,"Movie ",1
"2123","Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka","Aug",2001,"Aug",2001,7.35,"Movie ",1
"2124","Ginga Kikoutai Majestic Prince","Apr",2013,"Sep",2013,7.35,"TV ",24
"2125","Himouto! Umaru-chan R","Oct",2017,"Dec",2017,7.35,"TV ",12
"2126","Hori-san to Miyamura-kun","Sep",2012,"May",2021,7.35,"OVA ",6
"2127","Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""","Jul",2011,"Jul",2011,7.35,"Special ",1
"2128","JoJo no Kimyou na Bouken","Nov",1993,"Nov",1994,7.35,"OVA ",6
"2129","Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥","Jul",2010,"Jul",2010,7.35,"Special ",1
"2130","Love Lab","Jul",2013,"Sep",2013,7.35,"TV ",13
"2131","Maria-sama ga Miteru Specials","Apr",2004,"Oct",2004,7.35,"Special ",7
"2132","Minami-ke Okawari","Jan",2008,"Mar",2008,7.35,"TV ",13
"2133","Mushibugyou","Apr",2013,"Sep",2013,7.35,"TV ",26
"2134","Bishoujo Senshi Sailor Moon Memorial","Aug",1998,"May",1999,7.34,"OVA ",5
"2135","Busou Renkin","Oct",2006,"Mar",2007,7.34,"TV ",26
"2136","Chrome Shelled Regios","Jan",2009,"Jun",2009,7.34,"TV ",24
"2137","Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen","Apr",2002,"Apr",2002,7.34,"Movie ",1
"2138","Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen","Jul",2016,"Sep",2016,7.34,"TV ",12
"2139","Dogs: Bullets & Carnage","May",2009,"Jul",2009,7.34,"OVA ",4
"2140","Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken","Mar",2017,"Mar",2017,7.34,"Movie ",1
"2141","Doupo Cangqiong 2nd Season Specials","Apr",2019,"Apr",2019,7.34,"ONA ",3
"2142","Dumbbell Nan Kilo Moteru?","Jul",2019,"Sep",2019,7.34,"TV ",12
"2143","Fullmetal Alchemist: Premium Collection","Mar",2006,"Mar",2006,7.34,"OVA ",3
"2144","GJ-bu","Jan",2013,"Mar",2013,7.34,"TV ",12
"2145","Glass no Kamen","Apr",1984,"Sep",1984,7.34,"TV ",23
"2146","Hetalia: The Beautiful World Extra Disc","Feb",2014,"Feb",2014,7.34,"OVA ",1
"2147","High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video","Jul",2015,"Jan",2016,7.34,"Special ",6
"2148","Isekai Shokudou","Jul",2017,"Sep",2017,7.34,"TV ",12
"2149","Itte.","Jun",2017,"Jun",2017,7.34,"Music ",1
"2150","Kamisama no Inai Nichiyoubi","Jul",2013,"Sep",2013,7.34,"TV ",12
"2151","Kowarekake no Orgel","Dec",2009,"Dec",2009,7.34,"OVA ",1
"2152","Kurau Phantom Memory","Jun",2004,"Dec",2004,7.34,"TV ",24
"2153","Love Hina Christmas Special: Silent Eve","Dec",2000,"Dec",2000,7.34,"Special ",1
"2154","Lupin III: Walther P38","Aug",1997,"Aug",1997,7.34,"Special ",1
"2155","Maria-sama ga Miteru 3rd Specials","Dec",2006,"Jul",2007,7.34,"Special ",5
"2156","Marmalade Boy Movie","Mar",1995,"Mar",1995,7.34,"Movie ",1
"2157","Moonlight Mile 2nd Season: Touch Down","Sep",2007,"Dec",2007,7.34,"TV ",14
"2158","Motto! Ojamajo Doremi","Feb",2001,"Jan",2002,7.34,"TV ",50
"2159","Nanbaka","Oct",2016,"Dec",2016,7.34,"TV ",13
"2160","Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono","Aug",2009,"Aug",2009,7.34,"Movie ",1
"2161","Nitaboh","Feb",2004,"Feb",2004,7.34,"Movie ",1
"2162","Ojamajo Doremi Sharp","Feb",2000,"Jan",2001,7.34,"TV ",49
"2163","One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi","Mar",2007,"Mar",2007,7.34,"Movie ",1
"2164","Pokemon","Apr",1997,"Nov",2002,7.34,"TV ",276
"2165","Rec","Feb",2006,"Mar",2006,7.34,"TV ",9
"2166","Robotics;Notes","Oct",2012,"Mar",2013,7.34,"TV ",22
"2167","Rokka no Yuusha","Jul",2015,"Sep",2015,7.34,"TV ",12
"2168","Rozen Maiden (2013)","Jul",2013,"Sep",2013,7.34,"TV ",13
"2169","Rurouni Kenshin Special","Dec",1998,"Dec",1998,7.34,"Special ",1
"2170","Saber Marionette J","Oct",1996,"Mar",1997,7.34,"TV ",25
"2171","Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai","Apr",2017,"Apr",2017,7.34,"Special ",1
"2172","Sekirei: Pure Engagement","Jul",2010,"Sep",2010,7.34,"TV ",13
"2173","Senyuu.","Jan",2013,"Apr",2013,7.34,"TV ",13
"2174","Shinrei Tantei Yakumo","Oct",2010,"Dec",2010,7.34,"TV ",13
"2175","Watashi ni Tenshi ga Maiorita!","Jan",2019,"Mar",2019,7.34,"TV ",12
"2176","Zegapain","Apr",2006,"Sep",2006,7.34,"TV ",26
"2177","Zettai Karen Children","Apr",2008,"Mar",2009,7.34,"TV ",51
"2178","Zoids Shinseiki/Zero","Jan",2001,"Jun",2001,7.34,"TV ",26
"2179","Nekojiru-sou","Feb",2001,"Feb",2001,7.33,"OVA ",1
"2180","Nerima Daikon Brothers","Jan",2006,"Mar",2006,7.33,"TV ",12
"2181","Peace Maker Kurogane","Oct",2003,"Mar",2004,7.33,"TV ",24
"2182","Quanzhi Fashi IV","May",2020,"Jun",2020,7.33,"ONA ",12
"2183","Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie","Nov",2019,"Nov",2019,7.33,"Movie ",1
"2184","Saezuru Tori wa Habatakanai: Don't Stay Gold","Mar",2021,"Mar",2021,7.33,"OVA ",1
"2185","Saki Achiga-hen: Episode of Side-A","Apr",2012,"Jul",2012,7.33,"TV ",12
"2186","Shokugeki no Souma: Gou no Sara","Apr",2020,"Sep",2020,7.33,"TV ",13
"2187","Slayers Excellent","Oct",1998,"Mar",1999,7.33,"OVA ",3
"2188","Slayers Gorgeous","Aug",1998,"Aug",1998,7.33,"Movie ",1
"2189","Slayers Great","Aug",1997,"Aug",1997,7.33,"Movie ",1
"2190","Slayers Return","Aug",1996,"Aug",1996,7.33,"Movie ",1
"2191","Taiyou no Kiba Dagram","Oct",1981,"Mar",1983,7.33,"TV ",75
"2192","Tetsujin 28-gou (2004)","Apr",2004,"Sep",2004,7.33,"TV ",26
"2193","Trinity Seven Movie 2: Heavens Library to Crimson Lord","Mar",2019,"Mar",2019,7.33,"Movie ",1
"2194","Wu Geng Ji 3rd Season","Dec",2019,"Oct",2020,7.33,"ONA ",42
"2195","Yuu☆Yuu☆Hakusho: Eizou Hakusho II","Dec",1995,"Feb",1996,7.33,"OVA ",4
"2196","Yuyushiki: Komarasetari, Komarasaretari","Feb",2017,"Feb",2017,7.33,"OVA ",1
"2197","""Bungaku Shoujo"" Memoire","Jun",2010,"Dec",2010,7.33,"OVA ",3
"2198","Ahiru no Sora","Oct",2019,"Sep",2020,7.33,"TV ",50
"2199","Aikatsu Stars! Movie","Aug",2016,"Aug",2016,7.33,"Movie ",1
"2200","Air in Summer","Aug",2005,"Sep",2005,7.33,"Special ",2
"2201","Bamboo Blade","Oct",2007,"Apr",2008,7.33,"TV ",26
"2202","Black Jack the Movie","Nov",1996,"Nov",1996,7.33,"Movie ",1
"2203","Cardcaptor Sakura: Kero-chan ni Omakase!","Jul",2000,"Jul",2000,7.33,"Movie ",1
"2204","Detective Conan OVA 02: 16 Suspects",NA,2002,NA,2002,7.33,"OVA ",1
"2205","Digimon Adventure tri. 4: Soushitsu","Feb",2017,"Feb",2017,7.33,"Movie ",1
"2206","Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Mar",1993,"Mar",1993,7.33,"Movie ",1
"2207","Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru","Jul",1995,"Jul",1995,7.33,"Movie ",1
"2208","Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa","Feb",2013,"Feb",2013,7.33,"Special ",1
"2209","Final Fantasy VII: Last Order","Sep",2005,"Sep",2005,7.33,"Special ",1
"2210","Future GPX Cyber Formula","Mar",1991,"Dec",1991,7.33,"TV ",37
"2211","Ginban Kaleidoscope","Oct",2005,"Dec",2005,7.33,"TV ",12
"2212","Hanayamata","Jul",2014,"Sep",2014,7.33,"TV ",12
"2213","Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!","Mar",2009,"Mar",2009,7.33,"OVA ",1
"2214","Heisei Tanuki Gassen Ponpoko","Jun",1994,"Jun",1994,7.33,"Movie ",1
"2215","Hetalia: The World Twinkle Extra Disc","Feb",2016,"Feb",2016,7.33,"OVA ",1
"2216","Kaitou Joker 4th Season","Oct",2016,"Dec",2016,7.33,"TV ",13
"2217","Kanojo to Kanojo no Neko","Apr",2002,"Apr",2002,7.33,"OVA ",1
"2218","Lupin III: Part III","Mar",1984,"Dec",1985,7.33,"TV ",50
"2219","Mahoraba: Heartful days","Jan",2005,"Jun",2005,7.33,"TV ",26
"2220","Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!","Oct",2016,"Oct",2016,7.33,"Movie ",1
"2221","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e","Jul",2020,"Sep",2020,7.33,"TV ",13
"2222","Maria-sama ga Miteru","Jan",2004,"Apr",2004,7.33,"TV ",13
"2223","Motto To LOVE-Ru","Oct",2010,"Dec",2010,7.33,"TV ",12
"2224","Aa! Megami-sama!","Feb",1993,"May",1994,7.32,"OVA ",5
"2225","After War Gundam X","Apr",1996,"Dec",1996,7.32,"TV ",39
"2226","Appare-Ranman!","Apr",2020,"Sep",2020,7.32,"TV ",13
"2227","Baka to Test to Shoukanjuu Specials","Apr",2010,"Sep",2010,7.32,"Special ",6
"2228","Blood Lad","Jul",2013,"Sep",2013,7.32,"TV ",10
"2229","Boku no Hero Academia 2nd Season: Hero Note","Mar",2017,"Mar",2017,7.32,"Special ",1
"2230","Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru","Apr",2020,"Apr",2020,7.32,"OVA ",1
"2231","Cinderella Monogatari","Apr",1996,"Oct",1996,7.32,"TV ",26
"2232","Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu","May",2015,"May",2015,7.32,"Movie ",1
"2233","Darling in the FranXX","Jan",2018,"Jul",2018,7.32,"TV ",24
"2234","Detroit Metal City: Birth of the Metal Devil","Jul",2008,"Jul",2008,7.32,"Special ",1
"2235","ef: A Tale of Memories. - Recollections","Sep",2008,"Sep",2008,7.32,"Special ",1
"2236","Fate/stay night","Jan",2006,"Jun",2006,7.32,"TV ",24
"2237","Gaikotsu Shotenin Honda-san","Oct",2018,"Dec",2018,7.32,"TV ",12
"2238","Ganbare Genki","Jul",1980,"Apr",1981,7.32,"TV ",35
"2239","Gatchaman Crowds","Jul",2013,"Sep",2013,7.32,"TV ",12
"2240","Hataraku Saibou!!","Jan",2021,"Feb",2021,7.32,"TV ",8
"2241","Hatsukoi Limited.","Apr",2009,"Jun",2009,7.32,"TV ",12
"2242","Hiyokoi","Jul",2010,"Jul",2010,7.32,"Special ",1
"2243","Idoly Pride","Jan",2021,"Mar",2021,7.32,"TV ",12
